ID,Localidad,UPL,P131_1,P131_2,P131_3,P131_4,P131_5,P131_6,P131_7,P131_8,P131_9,P131_10,P131_11,P131_12,P131_13,P131_14,P131_15,P131_16,P131_17,P131_18,P131_19,P131_20,P131_21,P131_22,P133_1,P133_2,P133_3,P133_4,P133_5,P133_6,P133_7,P133_8,P133_9,P133_10,P133_11,P133_12,P133_13,P134_1,P134_2,P134_3,P134_4,P134_5,P134_6,P134_7,P134_8,P134_9,P134_10,P134_11,P134_12,P130_1,P130_2,P130_3,P130_4,P130_5,P130_6,P130_7,P130_8,P130_9,P130_10,P130_11,P130_12,P130_13,P130_14,P130_15,P130_16,P130_17,P130_18,P130_19,P130_20,P130_21,P130_22,P130_23,P130_24,P130_25,P130_26,P130_27,P8_1,P8_2,P8_3,P152,P800,P801,REDAD,P802,FACTOR_1,FACTOR_2,P129
9169,10,9,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,4,3,99,99,99,99,99,99,99,99,99,99,99,1,2,,,,4.0,5.0,,7.0,,,,,,3,4,3,4,3,4,3,3,4,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3.0,3.0,2.0,4,2,75,6,2,919.490474827642,602.3767447735261,3
9170,10,9,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,1,1,2,1,2,1,1,1,1,2,99,1,2,,,,,5.0,6.0,7.0,,,,,,4,4,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3.0,3.0,2.0,1,2,41,3,3,773.3339760080012,602.3767447735261,1
9171,10,9,3,3,3,4,2,4,3,3,4,3,3,4,3,3,3,3,2,3,2,3,3,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1.0,2.0,3.0,,,,,,,,,,4,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3.0,3.0,3.0,2,2,45,3,5,773.3339760080012,602.3767447735261,3
9172,10,9,3,3,4,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,2,3,3,3,1,1,2,1,2,99,99,99,1,2,1,1,2,1.0,2.0,3.0,,,,,,,,,,4,3,4,4,4,3,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4.0,2.0,2.0,3,2,42,3,3,773.3339760080012,602.3767447735261,3
9173,10,9,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,2,3,3,3,99,99,2,2,2,1,1,1,1,1,1,1,2,1.0,,,,5.0,6.0,,,,,,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,,,,2,2,61,5,3,547.9942611026705,602.3767447735261,2
9174,10,9,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,2,2,2,99,99,2,99,99,99,2,2,2,2,1.0,2.0,,4.0,,,,,,,,,4,4,4,5,3,4,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,4,4,4,5,3,3.0,2.0,1.0,3,2,47,4,2,635.9541808290719,602.3767447735261,3
9175,10,9,3,3,4,4,2,4,5,3,2,4,4,4,5,5,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,,3.0,,5.0,,7.0,,,,,,3,3,3,3,2,3,4,3,3,3,3,4,5,3,4,4,4,3,2,4,4,3,1,4,3,2,3,4.0,2.0,3.0,1,2,47,4,4,635.9541808290719,602.3767447735261,4
9176,10,9,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,5,3,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,,,3.0,,5.0,,7.0,,,,,,3,4,5,4,2,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,,,,1,2,63,5,1,547.9942611026705,602.3767447735261,4
9177,10,9,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,5,5,4,1,1,1,1,1,1,1,1,1,2,2,1,2,,,,,5.0,,7.0,,9.0,,,,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,3,4,5,5,2,4,4,4,4,4.0,3.0,3.0,5,2,64,5,3,547.9942611026705,602.3767447735261,5
9178,10,9,3,3,3,2,1,2,2,2,2,3,3,2,3,3,4,4,4,4,3,4,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,,,3.0,,5.0,,7.0,,,,,,4,4,4,3,2,3,2,3,1,4,4,3,4,4,4,4,3,3,1,3,5,3,1,2,2,3,3,2.0,2.0,2.0,2,2,49,4,4,635.9541808290719,602.3767447735261,4
9179,10,9,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,2.0,3.0,,5.0,,,,,,,,1,2,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,3,1,66,6,5,770.0973683304883,602.3767447735261,4
9180,10,9,3,3,3,4,3,2,2,2,2,2,2,2,4,3,3,3,3,3,3,4,4,2,99,1,1,1,1,1,1,1,1,2,2,1,2,,2.0,3.0,,5.0,,,,,,,,3,3,4,3,2,3,2,3,3,4,3,3,3,3,4,4,3,3,2,3,3,3,1,3,2,2,2,,,,2,2,70,6,2,919.490474827642,602.3767447735261,5
9181,10,9,2,2,3,2,2,2,2,2,2,1,2,2,4,3,3,3,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,,2.0,3.0,,5.0,,,,,,,,3,3,4,3,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,2,4,2,1,2,2,2,2,2.0,2.0,2.0,1,2,70,6,4,919.490474827642,602.3767447735261,4
9182,10,9,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,99,99,99,99,99,2,99,99,99,99,99,99,99,1.0,,3.0,,5.0,,,,,,,,4,4,4,4,3,3,3,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3.0,2.0,2.0,3,1,25,2,4,577.5158405410368,602.3767447735261,5
9183,10,9,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,99,99,2,99,99,99,99,99,99,99,99,99,99,1.0,2.0,3.0,,,,,,,,,,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3.0,2.0,2.0,3,1,33,2,5,577.5158405410368,602.3767447735261,3
9184,10,9,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,1.0,2.0,3.0,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,,,,2,1,65,5,2,717.6344327603863,602.3767447735261,4
9185,10,9,4,4,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,99,2,99,99,99,2,2,99,99,99,99,99,99,1.0,2.0,3.0,,,,,,,,,,4,3,3,4,3,4,3,3,4,4,5,3,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4.0,3.0,2.0,3,2,22,1,4,621.0845216261683,602.3767447735261,3
9186,10,9,3,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,99,99,2,99,99,2,99,99,99,2,99,99,99,1.0,2.0,3.0,,,,,,,,,,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3.0,2.0,2.0,3,2,36,3,3,773.3339760080012,602.3767447735261,3
9187,10,9,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,99,99,99,99,99,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,3,3,4,3,1,3,3,3,3,,,,3,2,56,5,5,547.9942611026705,602.3767447735261,3
9188,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,99,99,2,2,2,2,2,2,2,1,2,1.0,2.0,3.0,,,,,,,,,,3,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,,,,2,1,22,1,5,738.8419182713507,602.3767447735261,3
9189,10,9,4,4,4,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,2,4,3,3,1,1,1,2,1,1,1,1,1,1,2,2,2,1.0,2.0,3.0,,,,,,,,,,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,,,,3,1,30,2,3,577.5158405410368,602.3767447735261,2
9190,10,9,4,3,4,3,3,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,4,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1.0,2.0,3.0,,,,,,,,,,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4.0,3.0,2.0,3,2,40,3,5,773.3339760080012,602.3767447735261,3
9191,10,9,4,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,4,2,2,2,99,2,2,2,2,2,2,99,2,99,1.0,2.0,3.0,,,,,,,,,,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,4.0,3.0,2.0,3,1,58,5,3,717.6344327603863,602.3767447735261,3
9192,10,9,4,3,3,2,2,2,2,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1.0,2.0,,4.0,,,,,,,,,3,4,3,3,4,3,3,3,3,2,3,3,3,3,2,3,2,4,3,2,3,3,2,2,2,2,3,,,,1,2,43,3,5,773.3339760080012,602.3767447735261,2
9193,10,9,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,99,99,99,99,99,2,2,99,99,99,99,99,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,3,2,1,2,2,2,3,3,3,3,4,3,3,3,3,2,2,3,3,3,2,2,2,2,,,,2,2,53,4,2,635.9541808290719,602.3767447735261,2
9194,10,9,4,3,3,3,2,2,2,3,2,2,3,2,4,4,3,2,3,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,3,3,4,4,4,3,3,2,2,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,,,,1,1,20,1,3,738.8419182713507,602.3767447735261,4
9195,10,9,4,4,4,4,4,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,99,2,99,2,2,1,2,2,2,2,2,2,1.0,2.0,,,,,7.0,,,,,,4,4,4,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3.0,2.0,2.0,1,2,52,4,2,635.9541808290719,602.3767447735261,4
9196,10,9,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,99,1,1,2,1,2,1,99,2,1,1,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,4,3,2,2,2,3,2,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,,,,3,1,62,5,3,717.6344327603863,602.3767447735261,2
9197,10,9,2,2,4,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,3,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1.0,2.0,,4.0,,,,,,,,,2,2,3,2,2,2,2,2,3,2,2,3,4,3,2,2,3,3,2,2,3,3,3,2,2,2,3,,,,1,2,33,2,4,596.4639641618901,602.3767447735261,4
9198,10,9,2,4,4,3,3,3,3,4,4,3,3,3,4,4,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,,,,,7.0,,,,,,2,2,3,3,2,3,3,2,3,2,3,2,3,3,2,2,2,3,3,2,3,3,2,2,2,2,2,2.0,1.0,1.0,2,1,38,3,3,637.3782581393359,602.3767447735261,4
9199,10,9,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,1,2,1.0,,,4.0,,,7.0,,,,,,2,2,4,2,2,2,2,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,,,,2,2,20,1,4,621.0845216261683,602.3767447735261,3
9200,10,9,4,4,4,4,4,4,3,4,5,4,4,5,4,4,3,3,3,4,3,3,3,3,99,99,2,99,99,2,2,99,99,2,2,99,99,1.0,2.0,,4.0,,,,,,,,,3,3,4,4,3,4,2,4,3,3,3,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,2.0,1.0,3.0,1,2,39,3,3,773.3339760080012,602.3767447735261,2
9201,10,9,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1.0,2.0,,,,,7.0,,,,,,2,2,3,2,2,2,2,2,2,3,2,3,4,2,4,2,2,2,2,2,2,3,2,2,2,2,2,,,,2,2,44,3,4,773.3339760080012,602.3767447735261,2
9202,10,9,2,2,3,2,1,3,3,3,3,2,2,2,5,3,4,5,3,3,3,3,2,3,1,1,2,1,1,1,1,1,1,2,2,1,2,,2.0,3.0,,,,7.0,,,,,,3,3,3,2,1,3,3,4,3,2,3,2,5,3,4,4,3,3,4,4,4,4,3,3,3,2,2,3.0,3.0,3.0,3,2,26,2,5,596.4639641618901,602.3767447735261,4
9203,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,3,4,2,1,2,1,1,1,1,1,1,2,2,1,2,1.0,,,4.0,,,7.0,,,,,,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3.0,3.0,3.0,4,2,56,5,5,547.9942611026705,602.3767447735261,4
9204,10,9,2,2,3,2,1,3,3,4,3,2,3,2,4,3,4,4,3,3,3,3,2,2,99,1,2,99,1,1,1,1,2,1,2,1,2,,,,,,6.0,7.0,,9.0,,,,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,,,,3,2,60,5,2,547.9942611026705,602.3767447735261,4
9205,10,9,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,99,1,2,1,1,1,99,1,2,2,2,1,2,,,,,5.0,6.0,7.0,,,,,,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2.0,2.0,2.0,3,2,36,3,3,773.3339760080012,602.3767447735261,4
9206,10,9,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,2,1,1,1,1,1,2,2,1,2,,,3.0,,5.0,,7.0,,,,,,3,3,4,3,2,3,3,3,4,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2.0,2.0,2.0,4,2,61,5,3,547.9942611026705,602.3767447735261,4
9207,10,9,3,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,,,,,,6.0,7.0,8.0,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,,,,3,1,44,3,2,637.3782581393359,602.3767447735261,4
9208,10,9,3,3,3,3,2,2,3,3,4,3,3,2,4,3,3,3,4,3,3,3,3,3,1,1,2,2,1,1,1,1,1,2,2,1,2,1.0,,,,,,7.0,8.0,,,,,3,3,3,3,2,3,3,3,4,3,4,2,4,3,3,3,4,3,4,3,3,3,4,3,4,4,4,,,,3,2,29,2,4,596.4639641618901,602.3767447735261,5
9209,10,9,3,3,4,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,2,1,1,1,1,2,2,1,2,1.0,2.0,3.0,,,,,,,,,,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,,,,4,2,30,2,4,596.4639641618901,602.3767447735261,4
9210,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,1,2,2,1,1,1,1,1,2,1,1,2,,2.0,3.0,,,,7.0,,,,,,3,3,3,3,2,2,3,3,4,3,3,3,3,3,3,4,3,3,3,4,2,2,3,3,4,4,4,3.0,1.0,1.0,3,2,35,2,5,596.4639641618901,602.3767447735261,3
9211,10,9,3,2,3,2,1,3,3,4,4,2,2,2,4,3,4,4,2,3,3,3,3,4,1,1,2,1,1,1,1,1,1,2,2,1,2,,,,,,,7.0,8.0,9.0,,,,4,4,4,3,2,3,3,4,4,3,3,4,5,3,4,4,4,3,4,3,4,4,4,3,4,3,3,2.0,2.0,2.0,4,2,31,2,3,596.4639641618901,602.3767447735261,4
9212,10,9,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,4,3,3,1,1,1,1,1,1,99,1,99,99,2,1,99,,,3.0,4.0,,,7.0,,,,,,4,4,4,3,2,4,3,4,3,4,4,4,5,4,4,4,4,4,3,3,4,4,99,3,4,3,4,3.0,2.0,3.0,4,1,21,1,4,738.8419182713507,602.3767447735261,4
9213,10,9,3,3,4,2,2,99,99,99,99,3,3,3,4,3,3,4,4,3,3,3,2,99,1,1,99,99,1,1,99,1,2,1,99,2,99,,2.0,,4.0,,,,8.0,,,,,3,3,3,2,3,99,99,99,99,3,3,3,4,3,4,4,4,3,3,3,4,3,2,3,4,4,99,,,,3,1,56,5,3,717.6344327603863,602.3767447735261,4
9214,10,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,2,99,1.0,2.0,3.0,,,,,,,,,,3,3,99,2,2,3,3,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,2,3,3,3,3,,,,1,2,40,3,5,773.3339760080012,602.3767447735261,3
9215,10,9,3,4,99,4,2,99,4,99,3,99,99,3,4,3,4,3,4,3,99,99,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,,2.0,,,5.0,,7.0,,,,,,4,2,2,4,2,99,4,4,4,99,99,3,99,2,4,4,4,4,1,99,99,3,2,3,3,3,3,,,,4,2,59,5,3,547.9942611026705,602.3767447735261,4
9216,10,9,2,3,3,2,1,2,2,3,2,4,3,3,4,3,4,3,3,4,2,4,3,2,1,1,2,1,99,2,1,1,1,2,99,1,2,,,,,5.0,,7.0,,,10.0,,,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,3.0,3.0,3.0,1,1,21,1,4,738.8419182713507,602.3767447735261,3
9217,10,9,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,2,2,1,2,1.0,,,,,6.0,7.0,,,,,,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,3,2,38,3,3,773.3339760080012,602.3767447735261,3
9218,10,9,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,4,4,3,3,3,3,1,1,2,1,1,1,1,1,1,2,2,1,2,,,3.0,,,,7.0,8.0,,,,,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3.0,3.0,3.0,2,2,58,5,3,547.9942611026705,602.3767447735261,4
9219,10,9,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,1,2,2,1,2,1.0,,,,,6.0,7.0,,,,,,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,2.0,2.0,2.0,4,2,51,4,5,635.9541808290719,602.3767447735261,4
9220,10,9,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,2,1,1,1,1,1,1,2,1,1,2,1.0,,,,,,7.0,8.0,,,,,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3.0,3.0,3.0,3,1,74,6,2,770.0973683304883,602.3767447735261,4
9221,10,9,2,3,3,2,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,2,,,3.0,,,,7.0,8.0,,,,,2,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,3,3,4,4,3,4,4,3,4,3,3,,,,3,1,28,2,3,577.5158405410368,602.3767447735261,4
9222,10,9,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,1,1,1,1,1,1,2,2,1,2,1.0,,,,,6.0,7.0,,,,,,3,3,3,2,2,3,3,3,3,3,3,2,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3.0,2.0,2.0,2,2,50,4,3,635.9541808290719,602.3767447735261,4
9223,10,9,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,2,2,1,1,1,1,1,2,2,1,2,,,3.0,,5.0,,7.0,,,,,,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3.0,3.0,3.0,3,1,68,6,2,770.0973683304883,602.3767447735261,4
9224,10,9,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,99,1,1,1,1,1,1,2,1,1,2,,,3.0,,,,7.0,8.0,,,,,3,3,3,2,1,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,,,,4,1,44,3,4,637.3782581393359,602.3767447735261,4
9225,10,9,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,3,4,99,1,1,1,1,1,1,1,1,1,1,1,2,,,,,5.0,,7.0,8.0,,,,,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,4,3,3,2.0,2.0,2.0,4,2,57,5,2,547.9942611026705,602.3767447735261,4
9226,10,9,3,3,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,2,2,1,2,,,3.0,,,,7.0,8.0,,,,,3,4,4,3,2,3,3,3,4,3,2,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,,,,1,1,60,5,3,717.6344327603863,602.3767447735261,5
9227,10,9,2,3,4,2,1,3,3,3,2,3,3,2,5,3,4,4,2,4,3,3,3,2,1,1,1,1,1,1,1,1,2,1,2,1,2,,,3.0,,5.0,6.0,,,,,,,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3.0,2.0,2.0,2,2,27,2,3,596.4639641618901,602.3767447735261,4
9228,10,9,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,4,3,3,3,3,2,2,1,99,99,2,1,2,2,2,1,2,2,1.0,2.0,,,,,7.0,,,,,,2,3,3,3,3,3,2,3,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,,,,2,2,30,2,3,596.4639641618901,602.3767447735261,4
9229,10,9,3,3,4,3,3,3,3,4,3,2,4,3,4,3,3,4,3,4,3,4,4,4,1,1,2,2,1,1,1,2,1,2,2,2,2,1.0,,,4.0,,,,,9.0,,,,2,3,4,4,4,4,3,5,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,4,3,4,3.0,2.0,2.0,1,2,42,3,3,773.3339760080012,602.3767447735261,5
9230,10,9,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,2,2,2,2,2,2,1,2,99,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,2,3,3,,,,1,1,75,6,2,770.0973683304883,602.3767447735261,2
9231,10,9,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,2,2,1,1,2,1,2,2,1,1,2,2,2,1.0,2.0,,,,,7.0,,,,,,2,3,2,2,3,3,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,3,3,2,4,4,,,,2,2,26,2,3,596.4639641618901,602.3767447735261,4
9232,10,9,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,99,2,1,2,2,1,1,2,1,2,1,2,2,1.0,2.0,,,,,7.0,,,,,,4,4,4,3,3,4,3,3,4,3,4,4,3,3,2,3,3,4,3,3,4,3,4,4,4,4,4,,,,1,1,64,5,3,717.6344327603863,602.3767447735261,4
9233,10,9,2,2,2,2,2,3,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,2,2,3,2,2,3,2,3,3,2,3,3,3,3,2,2,2,3,2,2,2,4,4,4,3,4,4,2.0,2.0,2.0,1,2,59,5,2,547.9942611026705,602.3767447735261,1
9234,10,9,3,3,3,3,3,4,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,2,1,1,1,2,1,2,1,2,1,2,1,2,1.0,2.0,,,5.0,,,,,,,,2,3,2,2,2,3,2,3,2,2,2,3,4,4,3,4,3,4,4,3,4,4,4,4,3,4,3,3.0,2.0,3.0,2,2,35,2,5,596.4639641618901,602.3767447735261,4
9235,10,9,2,3,4,3,3,3,3,3,3,3,3,3,4,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1.0,2.0,,4.0,,,,,,,,,3,2,3,3,2,3,3,3,2,3,4,5,4,4,4,4,4,5,4,3,4,4,4,4,3,4,4,,,,1,2,29,2,4,596.4639641618901,602.3767447735261,4
9236,10,9,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,99,99,99,2,2,2,1,2,2,2,1.0,2.0,,,,,7.0,,,,,,2,2,2,3,2,1,2,2,2,3,2,3,3,3,2,2,4,4,4,3,4,4,4,2,3,2,2,3.0,1.0,2.0,1,2,22,1,5,621.0845216261683,602.3767447735261,1
9237,10,9,3,3,4,3,2,3,3,3,2,2,3,2,4,3,4,4,3,4,3,3,3,3,2,1,2,1,1,1,1,1,1,2,2,1,2,,,3.0,,,,7.0,8.0,,,,,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3,,,,3,2,44,3,3,773.3339760080012,602.3767447735261,4
9238,10,9,2,2,3,2,1,3,2,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,99,1,2,99,99,1,99,1,99,99,99,1,99,,,3.0,4.0,,,,8.0,,,,,2,2,3,1,1,3,2,3,2,99,3,3,3,2,3,3,3,99,1,2,3,2,3,3,3,2,2,1.0,1.0,3.0,1,2,67,6,3,919.490474827642,602.3767447735261,3
9239,10,9,4,3,3,3,99,99,99,99,99,4,3,3,4,3,4,4,4,99,3,4,3,99,99,1,99,99,99,1,99,1,2,1,99,2,99,,2.0,3.0,,5.0,,,,,,,,4,3,3,99,99,99,99,99,99,3,3,3,4,3,3,3,4,99,3,2,4,3,2,4,99,99,99,,,,2,1,44,3,5,637.3782581393359,602.3767447735261,4
9240,10,9,2,2,3,2,2,3,3,4,2,3,3,2,4,3,4,4,4,3,2,3,3,2,1,1,99,1,99,99,99,1,2,1,2,2,99,1.0,,,,,,7.0,8.0,,,,,2,3,3,3,2,3,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,99,2,3,2,3,,,,3,1,58,5,5,717.6344327603863,602.3767447735261,3
