BD_MATRICULA,cargo,sector_economico,tamano,mercado,impacto_internacional,situacion_economica,entorno_inversion,capacidad_compra,crecimiento_econ,infraestructura,conectividad,facil_crear_emp,recurso_humano,estab_jurid,seguridad,promg_forta_emp,reg_mercado_lab,servicios_pub,produc_finan,facil_comex,impuestos,percepcion_seguridad,seguridad_aumento,victima,hurto,informatico,fraude,extorsion,estafa,hurto_maq,ataq_infraestruc,vandalismo,secuestro,denuncio,inv_extranjera,Stem,simp_tramites,gob_recurso_humano,func_empresas,sistema_salud,acceso_finan,gob_seguridad,inno_emprend,ayuda_empresas,mitig_crisis_int,fintech,dis_inv_extranjera,dis_Stem,dis_simp_tramites,dis_recurso_humano,dis_func_empresas,dis_sistema_salud,dis_acceso_finan,dis_seguridad,dis_inno_emprend,dis_ayuda_empresas,dis_mitig_crisis_int,dis_fintech,inst_alarm,inst_cam_vig,letreros_disuasivos,seguridad_priv,refor_puer_ven,art_autoridades,cap_per_estrg_prev,ninguna,perd_clientes,perd_produc_trab,daños_establ,imp_salud_fis_mental,desin_inver,daño_reputacional,pago_seg_priv,no_gen_cost,year,EXPAN
124907_2023,4,2,1,3,3,2,3,3,3,4,4,4,4,3,2,4,3,4,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,184.06779
1030151_2023,4,3,2,3,4,1,4,3,5,3,3,3,5,3,5,3,5,3,3,5,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2023,257.21054
3358828_2023,4,2,1,1,3,2,3,3,3,3,5,3,3,1,3,1,3,5,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,192.26547
2824762_2023,3,3,1,1,2,2,1,2,2,2,3,3,1,3,1,2,3,5,5,1,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,353.39545
2450449_2023,1,2,1,1,4,1,4,3,5,3,4,3,4,3,3,2,5,4,4,4,4,1,2,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,192.26547
3367196_2023,3,3,1,1,2,1,3,2,3,5,4,4,2,5,3,4,3,4,2,2,5,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,323.67499
811634_2023,3,2,1,1,3,1,3,3,4,4,4,4,5,5,4,5,4,5,4,4,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2023,192.26547
3596386_2023,4,2,1,3,3,2,4,5,4,4,5,4,5,3,3,4,3,4,5,3,3,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,2023,192.26547
2301898_2023,4,1,1,1,3,1,3,3,2,3,5,3,5,2,1,4,3,4,4,3,5,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2023,90.473961
3508490_2023,3,1,1,1,5,1,4,4,3,2,3,4,3,4,2,3,3,4,4,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2023,90.473961
329141_2023,4,2,1,1,3,2,3,3,3,3,4,3,4,2,2,3,2,4,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,192.26547
3512359_2023,4,2,1,1,3,1,3,3,2,4,3,4,4,3,3,3,3,4,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,192.26547
2906621_2023,4,1,1,1,1,2,1,4,2,2,3,1,2,3,4,1,3,5,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,67.54422
2531102_2023,4,2,1,1,2,1,3,4,3,4,5,3,4,4,2,4,4,4,3,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2023,192.26547
2094691_2023,3,2,1,1,2,1,2,2,3,4,3,4,3,4,2,3,3,4,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2023,184.06779
2962512_2023,1,3,1,3,3,1,3,3,1,4,4,2,4,2,3,2,3,4,2,4,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2023,323.67499
3430934_2023,3,3,1,2,4,1,5,3,3,3,4,4,4,3,3,3,3,3,4,5,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,353.39545
2071379_2023,1,2,1,1,2,3,3,3,2,4,3,4,4,2,2,3,2,4,3,2,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2023,184.06779
2938549_2023,4,2,1,1,2,2,3,2,2,3,4,2,2,5,1,3,2,5,3,1,5,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2023,192.26547
2731809_2023,3,2,1,1,3,1,4,3,3,3,5,3,5,3,3,1,1,3,5,1,3,2,3,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,192.26547
3190310_2023,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,4,4,5,5,5,4,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2023,67.54422
2880764_2023,4,2,1,1,2,2,3,2,3,2,2,3,3,3,1,3,3,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2023,192.26547
3345013_2023,4,3,1,1,3,1,4,5,4,4,2,5,5,3,3,4,4,2,3,4,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2023,353.39545
3526790_2023,4,1,1,3,2,2,4,3,5,3,5,3,5,3,5,3,3,3,3,1,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2023,67.54422
2527390_2023,5,2,4,1,3,1,3,3,3,1,5,3,5,3,1,5,3,5,5,5,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,2023,98.25
3478936_2023,4,1,1,1,3,1,3,2,3,3,2,2,2,3,3,3,2,4,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,90.473961
2421751_2023,4,2,1,1,2,1,4,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,192.26547
3603426_2023,4,1,1,1,4,1,4,3,5,4,4,3,3,3,3,4,4,5,5,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2023,90.473961
2128711_2023,4,3,1,1,3,1,1,4,3,2,4,2,4,4,3,2,3,4,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,353.39545
3073508_2023,4,1,1,1,3,1,2,3,2,3,4,3,4,3,4,3,3,4,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,90.473961
1816624_2023,1,1,1,1,2,1,2,2,2,1,4,1,1,1,1,1,1,3,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2023,67.54422
2396459_2023,4,2,1,1,3,2,4,3,4,4,2,4,5,2,4,4,4,5,3,3,5,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,192.26547
895196_2023,4,2,1,1,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,192.26547
3532968_2023,5,1,1,1,3,2,4,3,3,3,5,3,3,3,1,3,3,5,3,5,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2023,90.473961
2680679_2023,5,2,1,3,3,3,3,2,5,3,3,2,1,2,5,3,2,1,3,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023,192.26547
1844383_2023,1,2,2,1,3,3,2,5,4,4,4,3,5,1,1,1,2,2,4,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2023,174.6875
2324491_2023,1,1,1,1,2,1,4,3,3,3,4,2,3,3,2,3,3,4,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2023,90.473961
3557907_2023,4,2,1,1,2,1,3,3,2,3,4,2,4,4,4,2,3,4,3,3,4,3,3,1,1,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2023,192.26547
1576240_2023,4,1,1,1,3,1,4,4,4,4,4,3,3,2,2,4,3,4,4,4,3,3,3,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023,90.473961
1149626_2023,3,2,2,3,2,1,3,2,2,2,2,5,3,3,2,2,3,3,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2023,174.6875
3510277_2023,4,1,1,1,2,1,3,3,4,3,3,1,2,2,1,2,1,3,1,2,2,2,3,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,90.473961
2546882_2023,4,2,1,1,2,1,3,3,2,4,2,1,5,2,1,4,3,4,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2023,192.26547
2025164_2023,1,2,1,1,2,1,3,3,2,3,4,3,5,4,3,1,3,5,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2023,184.06779
3006000_2023,2,2,1,3,2,1,4,3,2,2,3,1,2,3,3,2,3,2,2,2,1,3,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,184.06779
3217300_2023,4,2,1,1,2,1,4,3,3,3,4,2,4,3,1,3,3,4,3,1,3,3,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2023,192.26547
3345975_2023,4,2,1,1,4,1,3,3,3,3,2,3,2,1,1,2,3,4,3,1,2,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,192.26547
2950600_2023,4,3,1,1,2,1,3,2,2,3,3,1,2,3,2,3,3,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2023,323.67499
461963_2023,5,2,1,1,4,2,3,2,4,4,5,4,4,5,4,3,4,3,5,3,5,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2023,184.06779
1064099_2023,4,2,1,1,2,2,2,3,2,2,4,1,2,3,2,3,2,4,1,1,3,2,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2023,192.26547
3395772_2023,4,2,1,1,2,1,4,2,5,2,1,3,4,1,1,1,5,4,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023,192.26547
3420059_2023,3,2,1,1,3,3,4,3,4,3,4,3,4,2,1,4,4,3,4,2,3,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,192.26547
3473914_2023,4,2,1,2,4,3,3,4,3,3,1,4,4,2,3,3,4,2,3,2,4,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2023,192.26547
2703074_2023,4,2,1,1,3,2,2,2,1,1,1,3,1,2,1,1,3,5,5,1,5,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023,192.26547
2502793_2023,1,2,1,1,1,1,3,3,1,5,3,1,3,1,2,1,3,1,1,5,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023,192.26547
3067444_2023,3,3,1,1,2,2,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2023,323.67499
3417234_2023,4,2,1,1,3,1,3,3,2,4,4,2,3,3,2,5,3,3,3,4,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,192.26547
3505835_2023,4,2,1,1,4,1,4,2,3,3,2,2,2,3,2,4,3,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2023,192.26547
3009702_2023,4,2,1,1,3,2,3,3,1,2,3,2,2,2,1,1,3,2,2,3,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023,192.26547
2015854_2023,4,2,1,1,2,1,2,3,2,4,4,3,5,3,2,3,5,3,4,2,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2023,192.26547
3529886_2023,4,2,1,1,3,2,4,2,2,3,5,3,1,3,3,2,3,5,3,2,4,3,3,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2023,192.26547
2076365_2023,4,2,1,3,3,1,4,3,3,3,4,2,4,3,3,3,3,4,4,3,4,3,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2023,192.26547
3007831_2023,4,2,1,1,2,1,3,3,2,4,3,1,3,3,1,2,2,2,3,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,192.26547
2486493_2023,1,2,1,3,4,1,2,4,3,2,1,5,2,3,3,3,3,2,1,3,2,2,2,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2023,192.26547
3173000_2023,3,3,2,1,3,1,4,4,3,3,4,5,2,5,2,1,4,3,3,3,2,3,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2023,257.21054
2285530_2023,4,2,1,1,3,1,4,3,3,3,3,2,4,4,4,3,3,3,3,3,4,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,192.26547
569992_2023,1,1,1,1,3,1,2,5,4,4,4,4,3,4,3,3,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,90.473961
2384436_2023,3,2,1,1,3,1,3,5,1,4,4,1,2,3,2,2,1,5,1,3,4,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2023,184.06779
3582110_2023,4,2,1,1,3,2,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,2,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2023,192.26547
3553174_2023,3,2,1,1,3,2,4,4,4,3,4,2,5,4,2,2,2,4,3,2,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2023,192.26547
3561727_2023,4,2,1,1,2,3,3,2,3,3,3,2,3,3,3,2,2,3,2,2,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2023,192.26547
979029_2023,1,2,1,1,3,1,3,2,2,2,3,1,2,3,1,2,2,2,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2023,192.26547
2958286_2023,4,2,1,3,2,1,4,3,2,4,4,5,2,3,1,1,3,5,1,4,5,2,3,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,184.06779
2909724_2023,4,3,1,1,3,1,1,3,1,3,4,1,3,3,1,4,2,3,3,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,353.39545
3561767_2023,4,1,1,1,3,1,4,4,4,3,3,1,3,2,3,2,3,4,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2023,90.473961
2737083_2023,1,3,1,1,3,1,2,3,1,3,5,1,5,5,1,1,3,2,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,323.67499
3521689_2023,4,1,1,3,2,1,4,3,4,5,4,5,4,5,4,4,4,4,5,3,5,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,67.54422
2873773_2023,4,3,1,1,2,2,3,2,2,3,4,1,3,3,2,2,2,2,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,323.67499
3584764_2023,4,1,1,1,3,1,3,3,3,1,5,1,1,1,1,1,2,5,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2023,90.473961
2248505_2023,4,1,1,1,3,1,4,3,2,3,3,2,3,2,2,3,2,3,4,3,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2023,90.473961
3548802_2023,4,1,1,1,3,1,4,3,3,4,4,2,5,3,2,4,3,5,4,3,3,2,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2023,90.473961
1922806_2023,4,3,1,1,3,1,4,3,3,3,3,4,4,4,3,3,3,4,2,3,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,323.67499
3234370_2023,4,1,1,1,3,1,4,3,3,4,4,4,3,4,4,3,4,4,4,4,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2023,67.54422
