BD_MATRICULA,cargo,sector_economico,tamano,mercado,impacto_internacional,situacion_economica,entorno_inversion,capacidad_compra,crecimiento_econ,infraestructura,conectividad,facil_crear_emp,recurso_humano,estab_jurid,seguridad,promg_forta_emp,reg_mercado_lab,servicios_pub,produc_finan,facil_comex,impuestos,percepcion_seguridad,seguridad_aumento,victima,hurto,informatico,fraude,extorsion,estafa,hurto_maq,ataq_infraestruc,vandalismo,secuestro,denuncio,inv_extranjera,Stem,simp_tramites,gob_recurso_humano,func_empresas,sistema_salud,acceso_finan,gob_seguridad,inno_emprend,ayuda_empresas,mitig_crisis_int,fintech,dis_inv_extranjera,dis_Stem,dis_simp_tramites,dis_recurso_humano,dis_func_empresas,dis_sistema_salud,dis_acceso_finan,dis_seguridad,dis_inno_emprend,dis_ayuda_empresas,dis_mitig_crisis_int,dis_fintech,inst_alarm,inst_cam_vig,letreros_disuasivos,seguridad_priv,refor_puer_ven,art_autoridades,cap_per_estrg_prev,ninguna,perd_clientes,perd_produc_trab,daños_establ,imp_salud_fis_mental,desin_inver,daño_reputacional,pago_seg_priv,no_gen_cost,year,EXPAN
3556588_2023,4,3,1,1,1,1,4,2,3,3,4,4,3,2,2,2,3,3,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2023,353.39545
2036036_2023,4,1,1,1,1,2,3,2,2,3,5,4,2,3,1,2,2,4,3,2,4,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2023,90.473961
1275714_2023,4,3,1,1,3,1,4,3,4,5,5,3,3,5,3,5,4,5,4,4,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,353.39545
3320344_2023,4,3,1,1,3,1,3,3,2,3,1,2,5,3,1,2,2,3,3,2,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023,323.67499
2398649_2023,4,3,1,1,3,2,5,3,4,3,3,2,3,3,2,3,3,4,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,323.67499
1953249_2023,4,1,1,1,2,1,3,3,3,3,3,4,2,3,3,4,2,4,4,3,2,1,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2023,67.54422
348907_2023,4,1,1,1,2,1,4,4,2,3,3,2,4,3,3,2,2,4,1,1,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,67.54422
2663406_2023,4,2,1,1,3,3,3,3,2,4,4,1,3,3,3,3,3,1,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023,192.26547
1995570_2023,4,1,1,1,3,1,4,3,4,3,3,3,3,3,2,3,2,4,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,90.473961
3537700_2023,5,2,1,1,3,1,3,4,1,4,5,4,4,4,1,4,3,5,5,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2023,192.26547
3219918_2023,4,2,1,3,2,1,4,3,2,1,3,2,2,2,2,3,3,4,2,4,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2023,184.06779
3376685_2023,4,1,1,1,4,1,4,2,3,3,4,3,3,3,3,2,2,4,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2023,67.54422
1509610_2023,4,3,1,3,2,2,3,3,3,4,4,2,4,3,2,2,4,4,4,2,4,3,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2023,323.67499
2669890_2023,1,2,1,3,3,1,3,4,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2023,184.06779
3610055_2023,4,2,1,1,3,1,4,2,3,4,3,2,2,3,2,2,3,4,3,4,3,2,2,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2023,192.26547
2330263_2023,4,2,1,1,3,1,4,4,4,3,4,2,3,3,2,3,3,3,4,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2023,192.26547
3527456_2023,4,2,1,1,3,1,4,5,5,5,5,5,5,5,2,5,5,5,5,1,5,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2023,192.26547
3286169_2023,4,2,1,1,3,2,3,2,3,3,5,2,2,4,3,3,3,4,4,2,3,3,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2023,192.26547
977996_2023,4,1,1,1,3,3,5,3,3,3,5,5,5,2,1,5,3,5,3,3,5,2,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,90.473961
3595004_2023,3,3,1,3,3,1,4,4,4,1,4,5,4,3,2,4,3,4,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023,323.67499
2340322_2023,4,1,1,1,2,1,4,3,2,1,4,1,1,3,2,1,1,5,3,1,1,3,3,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,2023,90.473961
2166450_2023,4,1,1,1,3,1,4,3,3,3,4,2,2,2,2,1,4,4,2,1,2,3,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2023,90.473961
3275403_2023,1,1,1,3,4,1,3,3,4,3,2,3,2,4,4,2,3,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,2023,67.54422
3557664_2023,4,2,1,1,2,2,3,2,3,3,4,2,4,3,3,5,4,5,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,192.26547
3331125_2023,4,3,1,1,4,3,4,3,5,2,3,4,3,1,5,5,5,5,1,5,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2023,353.39545
2925437_2023,4,1,1,1,3,1,4,4,3,4,5,4,4,4,3,4,5,4,3,3,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2023,90.473961
3279336_2023,4,2,1,1,4,1,5,4,3,4,5,4,4,4,4,3,3,4,4,2,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2023,192.26547
3280937_2023,4,1,1,1,3,1,5,3,5,3,5,3,5,3,3,3,5,3,5,5,5,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2023,90.473961
2869261_2023,1,3,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023,353.39545
3333496_2023,4,3,1,3,2,1,3,2,2,3,1,1,3,2,1,1,1,2,2,1,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,353.39545
2818997_2023,4,1,1,1,2,1,4,4,3,4,3,3,4,3,3,4,4,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2023,90.473961
3551145_2023,4,2,1,1,4,3,5,3,3,4,4,3,3,3,3,3,3,3,4,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,192.26547
2886241_2023,4,2,1,1,3,3,3,1,1,3,4,3,2,3,1,2,3,4,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2023,192.26547
3485548_2023,4,1,1,1,2,1,4,3,3,3,3,3,3,3,3,2,3,3,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2023,67.54422
213993_2023,4,1,1,1,3,3,4,3,1,2,4,5,5,3,2,1,3,5,1,1,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2023,90.473961
2907950_2023,1,3,1,1,3,1,4,3,4,2,4,3,3,4,3,1,4,5,2,2,4,1,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2023,323.67499
3315252_2023,4,3,1,1,2,1,4,4,3,3,4,5,4,5,4,4,3,5,4,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,323.67499
3577615_2023,4,1,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2023,90.473961
2950390_2023,4,1,1,1,3,2,3,3,1,2,2,2,2,3,2,3,3,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2023,90.473961
2529314_2023,4,2,1,3,1,3,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2023,184.06779
3066950_2023,4,3,1,1,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,323.67499
3590546_2023,4,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2023,90.473961
3516793_2023,4,1,1,3,3,1,4,4,4,4,5,2,4,3,3,3,3,5,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,90.473961
3411819_2023,4,2,1,1,3,2,3,3,3,3,3,1,2,2,3,2,3,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,192.26547
3357039_2023,4,1,1,1,3,2,3,3,3,2,3,2,3,2,1,3,2,1,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,67.54422
2768931_2023,4,2,1,1,3,2,3,3,4,4,4,4,4,4,3,3,5,4,4,3,5,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2023,184.06779
3068761_2023,4,1,1,1,3,1,4,5,3,4,4,5,5,5,5,5,4,5,4,1,5,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,90.473961
3211600_2023,4,3,1,1,3,1,2,2,3,3,5,1,3,3,1,2,2,5,3,1,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2023,353.39545
2686263_2023,4,1,1,1,2,3,2,4,2,2,3,3,3,3,3,1,3,4,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023,67.54422
2587981_2023,3,2,1,2,3,1,4,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2023,184.06779
3582743_2023,5,1,1,2,2,3,3,1,5,5,1,5,1,5,1,1,1,1,1,1,5,2,3,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,90.473961
3557101_2023,4,1,1,1,3,1,4,4,4,4,5,4,4,4,4,4,3,5,4,4,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,90.473961
3564256_2023,4,2,1,1,3,1,2,1,2,2,4,1,2,4,2,2,1,4,2,1,4,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2023,192.26547
3219400_2023,4,1,1,1,3,2,2,3,3,3,3,4,2,2,2,3,3,3,1,4,4,2,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2023,90.473961
2596478_2023,4,2,1,1,2,1,4,3,3,4,4,2,3,4,4,3,2,4,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,192.26547
2101283_2023,4,1,1,1,3,1,3,4,3,3,2,3,3,3,3,5,3,3,2,2,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,90.473961
3116695_2023,1,2,1,1,3,1,3,3,3,4,3,3,3,3,1,1,3,1,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2023,184.06779
2345364_2023,4,2,1,1,3,1,3,4,3,3,1,3,1,1,1,1,1,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,2023,192.26547
2164320_2023,4,1,1,3,1,2,3,2,2,2,3,4,3,1,2,2,2,4,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2023,67.54422
3361677_2023,4,2,1,1,3,1,4,4,4,4,4,4,3,4,2,3,4,4,4,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023,192.26547
2909720_2023,3,2,1,3,2,1,4,2,3,4,4,4,3,3,4,3,4,3,1,4,3,2,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2023,184.06779
2184834_2023,1,2,1,,2,2,3,3,3,4,4,2,3,3,3,2,1,4,4,3,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2023,184.06779
3052067_2023,4,2,1,1,3,1,3,4,3,4,4,2,3,3,2,2,2,4,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,184.06779
2798740_2023,4,2,1,1,2,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2023,184.06779
2930080_2023,3,1,1,1,3,2,4,2,3,4,4,3,3,3,2,3,2,3,3,4,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2023,67.54422
2714350_2023,4,3,1,,3,1,3,3,2,3,4,2,3,1,3,4,3,4,3,2,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2023,323.67499
3482985_2023,4,2,1,1,3,1,3,3,3,4,4,4,4,3,1,3,2,4,5,1,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,2023,192.26547
3111979_2023,4,2,1,,1,3,4,2,2,4,4,3,3,3,2,2,2,4,2,3,2,2,3,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2023,184.06779
1770961_2023,1,2,1,1,2,1,4,3,2,3,5,3,1,3,3,2,3,5,1,3,4,3,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,192.26547
2973676_2023,1,1,1,,3,2,3,4,3,5,5,3,5,5,2,5,4,5,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2023,67.54422
2358204_2023,4,1,1,,3,1,4,3,3,3,5,5,3,3,1,4,3,5,5,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,67.54422
2802616_2023,4,1,1,1,3,1,4,3,1,1,2,5,1,1,1,3,2,1,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023,90.473961
3194833_2023,4,2,1,1,2,3,3,2,2,4,5,1,5,3,2,2,2,5,5,2,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2023,192.26547
2214177_2023,1,1,1,1,2,2,1,2,3,1,2,4,3,1,2,2,3,3,4,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2023,67.54422
2170874_2023,4,2,1,1,3,1,3,2,2,3,4,3,2,2,1,2,2,3,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,184.06779
3527240_2023,4,2,1,1,3,1,3,3,2,2,4,5,5,3,1,2,3,3,3,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023,192.26547
3261565_2023,4,3,1,1,3,2,3,2,1,4,4,1,3,2,2,4,3,4,4,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2023,353.39545
3533524_2023,4,2,1,1,2,1,4,3,3,3,4,4,3,3,4,3,3,3,4,4,3,2,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2023,192.26547
3330344_2023,3,3,1,1,4,2,3,4,4,3,3,5,3,5,5,3,3,4,4,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2023,323.67499
1360929_2023,4,1,1,1,3,2,4,1,1,3,1,1,5,1,1,1,3,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2023,90.473961
3182759_2023,4,2,1,1,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2023,192.26547
3400123_2023,1,1,1,1,4,1,4,4,3,4,4,4,4,3,3,5,4,4,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2023,90.473961
