NUMERO,corredor,PRIMERA,CALL13,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,sector,seguridad_empeoro,fue_victima,indice_satisfaccion,obras_iniciadas
964,1,,17.0,27/10/2024 11:15:42 a. m.,2,2,7.0,4.0,1.0,0,34,0,33,33,2,3,5,1,1,1,3,3,1,4,1,3,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,5,5,1,59,3,17,Calle 13,Pequeña,1,Comercio,0,0,2.3333333333333335,0
965,1,,17.0,27/10/2024 11:01:57 a. m.,2,1,1.0,2.0,,100,0,0,0,0,1,1,1,1,1,3,1,1,1,1,1,3,5.0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,5,5,2,45,4,17,Calle 13,Micro,1,Comercio,0,0,1.3333333333333333,0
966,1,,17.0,27/10/2024 11:29:02 a. m.,3,1,7.0,5.0,3.0,87,0,0,0,13,1,1,1,1,3,1,3,4,1,3,1,4,,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,27,5,17,Calle 13,Micro,1,Servicio,1,1,2.0,0
967,1,,17.0,27/10/2024 11:47:00 a. m.,2,1,2.0,1.0,1.0,0,50,50,0,0,2,2,5,1,3,2,2,3,3,1,1,1,3.0,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,5,5,2,54,2,17,Calle 13,Micro,1,Comercio,0,0,2.1666666666666665,0
968,1,,17.0,27/10/2024 11:36:33 a. m.,2,1,1.0,1.0,,100,0,0,0,0,1,1,1,1,3,2,2,5,1,3,1,1,5.0,5,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,5,5,1,42,5,17,Calle 13,Micro,1,Comercio,0,0,1.8333333333333333,0
969,1,,17.0,27/10/2024 11:59:00 a. m.,2,2,1.0,1.0,1.0,100,0,0,0,0,2,3,1,3,3,2,1,3,1,3,1,1,3.0,2,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5,5,1,52,4,17,Calle 13,Pequeña,1,Comercio,1,1,2.0,0
970,1,,17.0,27/10/2024 12:12:04 p. m.,2,1,2.0,1.0,1.0,0,0,100,0,0,2,4,5,3,3,3,4,4,4,3,2,2,2.0,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1,60,3,17,Calle 13,Micro,1,Comercio,0,0,3.25,0
971,1,,17.0,27/10/2024 12:11:34 p. m.,3,2,2.0,2.0,,50,0,50,0,0,1,1,5,3,1,1,5,1,1,1,3,5,5.0,5,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,5,5,2,58,4,17,Calle 13,Pequeña,1,Servicio,0,0,2.3333333333333335,0
972,1,,17.0,27/10/2024 12:33:47 p. m.,2,1,3.0,2.0,,0,100,0,0,0,1,1,4,1,1,1,1,5,1,1,5,3,5.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,53,2,17,Calle 13,Micro,1,Comercio,0,0,2.0833333333333335,0
973,1,,17.0,27/10/2024 1:53:57 p. m.,3,1,9.0,1.0,,0,50,50,0,0,5,1,1,1,1,3,5,3,4,1,4,4,3.0,3,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,5,1,33,3,17,Calle 13,Micro,1,Servicio,1,0,2.75,0
974,1,,17.0,27/10/2024 1:57:56 p. m.,2,1,3.0,2.0,1.0,0,0,100,0,0,1,4,4,3,1,1,4,2,1,2,1,2,3.0,5,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,35,4,17,Calle 13,Micro,1,Comercio,0,0,2.1666666666666665,0
975,1,,17.0,27/10/2024 2:26:38 p. m.,3,1,4.0,2.0,,100,0,0,0,0,1,1,5,2,1,4,3,1,4,1,1,5,5.0,5,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,5,3,3,2,26,6,17,Calle 13,Micro,1,Servicio,0,0,2.4166666666666665,0
976,1,,17.0,27/10/2024 2:37:23 p. m.,2,1,2.0,2.0,2.0,100,0,0,0,0,1,2,3,2,1,3,4,4,3,1,1,2,3.0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,1,2,18,3,17,Calle 13,Micro,1,Comercio,0,0,2.25,0
977,1,,17.0,27/10/2024 3:00:15 p. m.,2,2,8.0,4.0,,50,50,0,0,0,1,1,5,1,1,1,5,1,3,1,4,5,5.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,23,5,17,Calle 13,Pequeña,1,Comercio,0,0,2.4166666666666665,0
978,1,,17.0,27/10/2024 3:04:52 p. m.,2,1,2.0,1.0,1.0,50,0,0,0,50,1,2,5,2,2,2,4,3,1,4,3,2,4.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,5,5,2,25,3,17,Calle 13,Micro,1,Comercio,0,0,2.5833333333333335,0
979,1,,17.0,27/10/2024 3:16:01 p. m.,3,1,3.0,1.0,,30,0,0,35,35,1,1,5,1,1,1,1,3,1,1,5,3,3.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,5,1,28,4,17,Calle 13,Micro,1,Servicio,1,1,2.0,0
980,2,12.0,,26/10/2024 10:51:31 a. m.,1,1,4.0,1.0,,0,0,25,50,25,1,1,5,5,5,5,5,3,5,1,1,1,5.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,5,1,1,23,3,12,Primera Línea Metro,Micro,1,Industria,0,0,3.1666666666666665,0
981,2,12.0,,26/10/2024 11:28:53 a. m.,2,1,3.0,2.0,,0,0,75,0,25,1,1,5,5,1,5,5,1,5,5,1,4,5.0,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,5,5,2,35,3,12,Primera Línea Metro,Micro,1,Comercio,0,0,3.25,0
982,2,15.0,,26/10/2024 1:53:53 p. m.,2,1,6.0,4.0,6.0,0,0,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,5,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,5,1,42,3,15,Primera Línea Metro,Micro,1,Comercio,1,1,1.0,0
983,2,15.0,,26/10/2024 3:01:55 p. m.,2,1,,1.0,1.0,0,0,50,0,50,1,5,3,5,2,3,2,2,5,2,1,3,2.0,4,1,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,18,3,15,Primera Línea Metro,Micro,1,Comercio,0,1,2.8333333333333335,0
984,2,15.0,,26/10/2024 4:10:32 p. m.,3,3,25.0,,,10,0,90,0,0,1,3,2,1,1,5,2,1,1,5,4,2,2.0,5,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,3,1,33,3,15,Primera Línea Metro,Mediana,1,Servicio,1,1,2.3333333333333335,0
985,2,15.0,,26/10/2024 5:01:43 p. m.,2,1,2.0,2.0,,100,0,0,0,0,2,1,4,1,4,2,3,1,1,1,3,3,1.0,5,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,62,5,15,Primera Línea Metro,Micro,1,Comercio,1,1,2.1666666666666665,0
986,2,10.0,,28/10/2024 10:44:45 a. m.,3,2,4.0,2.0,1.0,0,0,80,20,0,2,1,1,1,1,1,1,1,1,4,1,1,1.0,5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,43,4,10,Primera Línea Metro,Pequeña,1,Servicio,1,1,1.3333333333333333,0
987,1,,19.0,28/10/2024 11:32:48 a. m.,2,2,3.0,1.0,1.0,0,0,100,0,0,1,2,1,2,2,1,3,3,3,1,2,3,,5,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,4,4,1,25,3,19,Calle 13,Pequeña,1,Comercio,0,0,2.0,1
988,1,,19.0,28/10/2024 11:44:55 a. m.,2,3,2.0,1.0,,0,0,100,0,0,2,5,5,5,5,5,5,1,5,5,2,5,5.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,4,5,5,1,44,3,19,Calle 13,Mediana,1,Comercio,0,0,4.166666666666667,1
989,1,,19.0,28/10/2024 12:08:58 p. m.,3,4,20.0,15.0,15.0,0,50,50,0,0,2,2,5,5,3,2,2,2,5,5,2,2,3.0,4,3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,93,31,4,19,Calle 13,Grande,0,Servicio,0,1,3.0833333333333335,1
990,1,,19.0,28/10/2024 12:01:00 p. m.,2,1,1.0,1.0,,0,0,100,0,0,3,4,1,3,3,3,3,4,3,4,4,3,5.0,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,2,2,23,4,19,Calle 13,Micro,1,Comercio,1,0,3.1666666666666665,1
991,2,10.0,,28/10/2024 12:26:17 p. m.,3,1,1.0,1.0,,0,0,100,0,0,1,1,1,3,2,1,2,2,1,3,1,2,3.0,3,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,3,2,2,56,2,10,Primera Línea Metro,Micro,1,Servicio,1,0,1.6666666666666667,0
992,1,,19.0,28/10/2024 12:37:36 p. m.,3,2,15.0,5.0,2.0,0,0,100,0,0,1,2,2,1,1,3,2,1,1,1,1,2,5.0,5,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,50,4,19,Calle 13,Pequeña,1,Servicio,1,1,1.5,1
993,1,,19.0,28/10/2024 12:48:37 p. m.,2,3,4.0,3.0,,0,0,100,0,0,3,5,5,5,5,4,4,5,5,5,5,4,4.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,5,1,58,5,19,Calle 13,Mediana,1,Comercio,0,0,4.583333333333333,1
994,1,,19.0,28/10/2024 1:03:25 p. m.,2,2,30.0,15.0,,0,20,80,0,0,1,3,1,1,3,1,1,1,3,2,1,3,,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,2,28,4,19,Calle 13,Pequeña,1,Comercio,1,1,1.75,1
995,1,,19.0,28/10/2024 1:13:46 p. m.,2,4,3.0,3.0,,0,0,100,0,0,2,5,4,4,4,4,4,2,4,5,2,4,4.0,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,2,45,4,19,Calle 13,Grande,0,Comercio,0,0,3.6666666666666665,1
996,2,10.0,,28/10/2024 11:23:57 a. m.,2,2,1.0,,,100,0,0,0,0,1,5,5,5,1,5,2,1,1,5,5,5,5.0,1,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,5,1,1,1,70,3,10,Primera Línea Metro,Pequeña,1,Comercio,1,1,3.4166666666666665,0
997,1,,19.0,28/10/2024 3:06:58 p. m.,2,2,10.0,5.0,7.0,0,40,60,0,0,2,2,3,1,3,4,2,4,3,1,2,4,,5,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,31,5,19,Calle 13,Pequeña,1,Comercio,0,0,2.5833333333333335,1
998,2,10.0,,28/10/2024 2:45:14 p. m.,2,3,4.0,,2.0,0,50,0,0,50,1,1,1,1,5,5,1,5,5,1,1,1,5.0,1,1,,,,,,,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,5,1,50,5,10,Primera Línea Metro,Mediana,1,Comercio,0,1,2.3333333333333335,0
999,2,10.0,,28/10/2024 2:42:13 p. m.,3,3,2.0,,1.0,30,10,0,60,0,1,1,1,1,1,1,1,1,1,1,1,3,1.0,1,1,,,,,,,,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,5,4,3,1,55,2,10,Primera Línea Metro,Mediana,1,Servicio,0,1,1.1666666666666667,0
1000,1,,19.0,28/10/2024 3:09:27 p. m.,2,3,2.0,2.0,,0,0,100,0,0,1,2,5,3,1,3,1,3,5,3,1,4,5.0,1,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,5,1,1,2,35,3,19,Calle 13,Mediana,1,Comercio,0,0,2.6666666666666665,1
1001,1,,19.0,28/10/2024 3:26:58 p. m.,2,2,3.0,1.0,1.0,0,0,100,0,0,2,2,2,2,4,3,4,3,3,2,2,2,,4,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,2,3,2,38,4,19,Calle 13,Pequeña,1,Comercio,1,0,2.5833333333333335,1
1002,1,,19.0,28/10/2024 3:47:45 p. m.,2,4,3.0,1.0,1.0,0,0,50,0,50,4,5,5,2,5,5,1,5,5,5,1,2,5.0,5,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,5,5,1,45,4,19,Calle 13,Grande,0,Comercio,0,0,3.75,1
1003,1,,19.0,28/10/2024 3:57:43 p. m.,2,2,5.0,5.0,1.0,0,10,70,0,20,3,4,4,3,2,2,2,3,4,4,1,2,,4,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,4,4,2,44,4,19,Calle 13,Pequeña,1,Comercio,0,0,2.8333333333333335,1
1004,1,,19.0,28/10/2024 4:19:28 p. m.,2,3,,,,0,0,100,0,0,1,1,1,1,1,3,5,5,5,3,1,4,1.0,4,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,2,40,4,19,Calle 13,Mediana,1,Comercio,0,0,2.5833333333333335,1
1005,1,,19.0,28/10/2024 4:30:29 p. m.,2,3,10.0,7.0,,10,20,40,0,30,1,3,2,3,2,3,3,3,3,3,3,3,5.0,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,5,4,2,30,5,19,Calle 13,Mediana,1,Comercio,1,0,2.6666666666666665,1
1006,1,,19.0,28/10/2024 4:50:42 p. m.,2,4,6.0,4.0,1.0,0,0,100,0,0,5,5,5,5,5,5,5,1,5,5,2,4,5.0,5,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,5,5,5,1,34,5,19,Calle 13,Grande,0,Comercio,0,1,4.333333333333333,1
1007,1,,19.0,28/10/2024 5:09:56 p. m.,2,2,2.0,2.0,,0,0,100,0,0,1,5,3,1,1,1,1,2,3,1,1,3,,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,5,5,5,2,40,3,19,Calle 13,Pequeña,1,Comercio,1,1,1.9166666666666667,1
1008,1,,19.0,28/10/2024 5:22:56 p. m.,2,3,3.0,3.0,2.0,0,0,100,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5.0,3,1,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,5,5,2,25,4,19,Calle 13,Mediana,1,Comercio,0,0,4.916666666666667,1
1009,1,,19.0,28/10/2024 5:26:47 p. m.,2,2,4.0,4.0,2.0,0,0,100,0,0,4,4,1,3,1,3,3,3,4,4,3,4,,3,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,2,27,4,19,Calle 13,Pequeña,1,Comercio,1,0,3.0833333333333335,1
1010,1,,19.0,28/10/2024 5:49:38 p. m.,2,4,5.0,2.0,3.0,0,0,100,0,0,5,3,3,3,3,4,5,3,4,5,3,4,3.0,1,3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,5,1,23,4,19,Calle 13,Grande,0,Comercio,0,0,3.75,1
1011,2,12.0,,26/10/2024 11:08:31 a. m.,92,1,2.0,1.0,1.0,0,0,100,0,0,1,4,5,3,4,2,4,4,3,4,1,4,4.0,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,4,5,5,1,19,4,12,Primera Línea Metro,Micro,1,,0,0,3.25,0
1012,2,12.0,,26/10/2024 11:49:23 a. m.,2,2,1.0,1.0,,0,0,100,0,0,1,1,1,1,1,3,2,1,1,2,1,1,3.0,5,1,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,5,5,2,49,2,12,Primera Línea Metro,Pequeña,1,Comercio,0,0,1.3333333333333333,0
1013,2,12.0,,26/10/2024 12:16:55 p. m.,3,2,2.0,,1.0,0,50,50,0,0,1,5,1,1,5,5,1,5,5,1,1,5,5.0,5,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,5,1,24,5,12,Primera Línea Metro,Pequeña,1,Servicio,1,0,3.0,0
1014,2,1.0,,29/10/2024 8:40:15 a. m.,1,1,3.0,1.0,1.0,30,50,10,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,5,1,33,3,1,Primera Línea Metro,Micro,1,Industria,0,0,1.0,1
1015,2,1.0,,29/10/2024 8:40:37 a. m.,3,1,2.0,3.0,1.0,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1.0,4,1,,,,,,,,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,5,2,59,2,1,Primera Línea Metro,Micro,1,Servicio,0,1,1.0833333333333333,1
1016,2,1.0,,29/10/2024 8:29:59 a. m.,2,2,4.0,1.0,2.0,100,0,0,0,0,1,3,1,4,4,4,3,2,1,4,4,4,5.0,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,4,4,2,30,3,1,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.9166666666666665,1
1017,2,1.0,,29/10/2024 9:26:58 a. m.,3,1,6.0,2.0,2.0,60,40,0,0,0,3,4,2,3,3,4,5,2,3,4,3,4,5.0,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,1,1,2,18,3,1,Primera Línea Metro,Micro,1,Servicio,0,0,3.3333333333333335,1
1018,2,1.0,,29/10/2024 9:35:24 a. m.,2,1,3.0,1.0,1.0,30,50,0,0,20,1,1,1,5,1,5,5,5,5,1,1,5,5.0,1,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,5,5,1,2,25,5,1,Primera Línea Metro,Micro,1,Comercio,0,0,3.0,1
1019,2,1.0,,29/10/2024 9:20:16 a. m.,2,2,1.0,1.0,,100,0,0,0,0,3,1,4,3,4,1,1,1,2,2,4,5,5.0,1,3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5,1,41,4,1,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.5833333333333335,1
1020,2,1.0,,29/10/2024 10:06:59 a. m.,3,1,1.0,1.0,,100,0,0,0,0,1,1,4,3,5,1,1,1,1,2,4,3,5.0,1,1,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,1,2,30,4,1,Primera Línea Metro,Micro,1,Servicio,0,0,2.25,1
1021,2,1.0,,29/10/2024 10:18:00 a. m.,2,1,1.0,,,0,100,0,0,0,1,5,5,5,5,1,1,1,5,5,2,5,5.0,1,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,32,3,1,Primera Línea Metro,Micro,1,Comercio,0,1,3.4166666666666665,1
1022,2,1.0,,29/10/2024 10:07:14 a. m.,2,2,1.0,,,0,100,0,0,0,2,1,3,3,2,3,3,3,3,2,3,4,3.0,5,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,5,4,2,1,26,3,1,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.6666666666666665,1
1023,1,,19.0,29/10/2024 11:27:56 a. m.,2,2,2.0,2.0,,0,0,100,0,0,3,1,4,4,3,3,3,3,3,1,1,5,3.0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,2,40,4,19,Calle 13,Pequeña,1,Comercio,0,1,2.8333333333333335,1
1024,2,1.0,,29/10/2024 11:26:18 a. m.,2,2,1.0,,,100,0,0,0,0,1,1,5,2,3,1,1,1,5,1,3,3,5.0,5,1,,,,,,,,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,35,4,1,Primera Línea Metro,Pequeña,1,Comercio,0,1,2.25,1
1025,2,1.0,,29/10/2024 11:47:31 a. m.,2,2,3.0,3.0,,50,0,50,0,0,1,1,5,5,5,1,3,3,1,5,1,3,1.0,4,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,5,2,57,3,1,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.8333333333333335,1
1026,1,,19.0,29/10/2024 11:51:56 a. m.,2,2,2.0,2.0,,0,0,100,0,0,1,3,3,2,2,3,3,2,2,3,3,5,,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,26,3,19,Calle 13,Pequeña,1,Comercio,1,0,2.6666666666666665,1
1027,1,,19.0,29/10/2024 12:17:40 p. m.,3,4,20.0,6.0,,0,0,50,0,50,1,1,3,1,3,1,1,1,5,3,1,3,5.0,3,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,2,24,3,19,Calle 13,Grande,0,Servicio,0,0,2.0,1
1028,2,15.0,,29/10/2024 11:56:06 a. m.,2,1,1.0,,,0,70,30,0,0,2,1,3,2,1,1,2,3,2,2,1,4,5.0,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,4,3,1,46,3,15,Primera Línea Metro,Micro,1,Comercio,1,0,2.0,0
1029,1,,19.0,29/10/2024 12:39:41 p. m.,2,2,2.0,2.0,1.0,0,0,100,0,0,1,3,3,2,3,1,1,1,2,1,1,4,,5,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,2,26,5,19,Calle 13,Pequeña,1,Comercio,1,0,1.9166666666666667,1
1030,2,1.0,,29/10/2024 12:16:39 p. m.,3,92,1.0,1.0,,100,0,0,0,0,1,1,1,1,2,1,1,1,1,2,1,2,3.0,5,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,3,3,2,51,2,1,Primera Línea Metro,NS/NR,0,Servicio,1,1,1.25,1
1031,1,,19.0,29/10/2024 12:46:52 p. m.,2,2,,,,0,0,100,0,0,4,4,4,5,3,1,3,4,3,3,1,4,4.0,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,2,43,4,19,Calle 13,Pequeña,1,Comercio,0,0,3.25,1
1032,2,15.0,,29/10/2024 12:49:46 p. m.,2,1,1.0,,,0,0,0,0,100,2,2,5,5,4,3,3,2,4,3,4,5,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,1,29,4,15,Primera Línea Metro,Micro,1,Comercio,1,0,3.5,0
1033,1,,19.0,29/10/2024 1:03:56 p. m.,2,2,2.0,2.0,,0,0,100,0,0,2,4,4,2,1,2,3,3,3,4,4,3,,5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,35,3,19,Calle 13,Pequeña,1,Comercio,0,0,2.9166666666666665,1
1034,2,15.0,,29/10/2024 1:13:29 p. m.,2,1,1.0,1.0,,0,100,0,0,0,1,2,1,1,1,1,1,1,4,1,1,1,,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,1,2,30,5,15,Primera Línea Metro,Micro,1,Comercio,0,0,1.3333333333333333,0
1035,2,1.0,,29/10/2024 1:07:17 p. m.,3,1,2.0,,,100,0,0,0,0,4,3,4,3,4,3,2,4,2,4,3,3,4.0,3,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,3,1,35,3,1,Primera Línea Metro,Micro,1,Servicio,1,0,3.25,1
1036,2,1.0,,29/10/2024 11:25:36 a. m.,2,2,1.0,,,0,100,0,0,0,3,3,4,2,5,3,4,2,3,4,3,3,5.0,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,5,2,39,5,1,Primera Línea Metro,Pequeña,1,Comercio,0,0,3.25,1
