NUMERO,corredor,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,seguridad_empeoro,fue_victima,indice_satisfaccion
1110,2,30/10/2024 4:07:11 p. m.,2,2,1.0,1.0,,100,0,0,0,0,3,1,4,4,3,2,1,4,5,4,4,5,1,5,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,,,7,5,1,1,2,41,3,1,Primera Línea Metro,Pequeña,1,0,0,3.3333333333333335
1111,2,30/10/2024 4:15:54 p. m.,2,1,1.0,,,10,0,90,0,0,3,5,3,3,5,3,1,1,5,3,3,4,5,5,3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,3,1,1,27,4,15,Primera Línea Metro,Micro,1,0,0,3.25
1112,2,30/10/2024 4:12:44 p. m.,3,1,1.0,1.0,,50,0,50,0,0,1,1,1,1,3,2,1,3,1,1,3,3,5,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,3,1,1,2,50,3,1,Primera Línea Metro,Micro,1,0,0,1.75
1113,1,30/10/2024 4:13:08 p. m.,2,2,2.0,2.0,,0,0,100,0,0,1,1,2,4,3,1,1,2,2,1,2,3,93,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,,5,,,1,1,1,2,28,4,19,Calle 13,Pequeña,1,0,0,1.9166666666666667
1114,2,30/10/2024 4:17:34 p. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,2,3,4,3,3,5,1,2,4,2,2,3,5,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,1,,,4,,6,,3,2,2,1,29,3,15,Primera Línea Metro,Micro,1,1,1,2.8333333333333335
1115,1,30/10/2024 4:29:22 p. m.,3,4,7.0,,1.0,0,0,0,100,0,2,1,4,3,4,3,1,1,3,3,3,4,5,4,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,,,,7,1,5,5,1,31,4,19,Calle 13,Grande,0,0,0,2.6666666666666665
1116,2,30/10/2024 4:35:12 p. m.,2,1,1.0,1.0,1.0,100,0,0,0,0,3,4,4,4,2,4,4,1,4,3,4,4,5,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,4,5,6,,1,1,1,1,27,5,15,Primera Línea Metro,Micro,1,0,0,3.4166666666666665
1117,2,30/10/2024 4:44:34 p. m.,2,1,2.0,,1.0,0,0,100,0,0,1,3,2,3,1,1,1,1,3,1,1,1,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,2,2,1,41,5,15,Primera Línea Metro,Micro,1,1,0,1.5833333333333333
1118,1,30/10/2024 4:49:39 p. m.,2,1,1.0,,,0,0,100,0,0,3,3,2,3,1,3,2,2,3,2,3,3,5,3,1,,,,,,,,0,0,0,0,0,0,0,1,,2,,4,,,7,1,1,1,1,27,3,19,Calle 13,Micro,1,0,0,2.5
1119,2,30/10/2024 5:02:32 p. m.,2,1,2.0,1.0,1.0,0,0,50,0,50,1,4,1,1,1,1,1,3,1,1,1,4,4,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,,,4,,6,,1,1,1,2,29,5,15,Primera Línea Metro,Micro,1,1,1,1.6666666666666667
1120,2,30/10/2024 5:01:42 p. m.,2,1,1.0,1.0,1.0,0,0,0,0,100,1,2,2,1,5,2,1,3,4,2,1,4,4,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,,2,3,4,,,,5,3,4,2,52,3,15,Primera Línea Metro,Micro,1,1,1,2.3333333333333335
1121,1,30/10/2024 5:13:14 p. m.,2,3,10.0,9.0,2.0,0,0,100,0,0,2,1,1,1,1,1,5,1,1,1,1,1,5,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,2,,,5,,,1,5,1,2,18,5,19,Calle 13,Mediana,1,1,1,1.4166666666666667
1122,1,30/10/2024 5:24:00 p. m.,2,2,3.0,2.0,1.0,10,0,80,0,10,1,3,3,3,3,3,1,3,3,3,3,3,93,4,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,,,5,,,1,1,1,2,35,4,19,Calle 13,Pequeña,1,1,0,2.6666666666666665
1123,2,30/10/2024 5:27:34 p. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,3,2,1,1,1,1,1,1,3,1,1,1,4,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,4,,,7,1,1,1,2,30,3,15,Primera Línea Metro,Micro,1,1,1,1.4166666666666667
1124,2,30/10/2024 5:17:24 p. m.,2,1,1.0,,,100,0,0,0,0,2,5,4,4,1,3,1,1,5,3,4,5,5,5,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,7,5,4,4,1,38,5,15,Primera Línea Metro,Micro,1,0,0,3.1666666666666665
1125,1,30/10/2024 5:38:33 p. m.,2,1,3.0,2.0,,10,20,70,0,0,1,1,5,4,5,2,2,5,5,5,1,4,4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,4,,,,1,1,1,2,65,5,19,Calle 13,Micro,1,0,0,3.3333333333333335
1126,2,30/10/2024 5:32:28 p. m.,2,92,2.0,1.0,1.0,0,0,50,50,0,1,2,2,1,1,1,1,2,5,1,1,1,5,5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,,,4,,,,5,5,5,1,37,4,15,Primera Línea Metro,NS/NR,0,1,1,1.5833333333333333
1127,2,30/10/2024 5:47:00 p. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,3,4,1,4,2,4,1,1,4,1,1,1,93,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,,3,4,,,,1,1,1,1,25,5,15,Primera Línea Metro,Micro,1,1,1,2.25
1128,2,30/10/2024 5:49:23 p. m.,2,1,1.0,,,100,0,0,0,0,4,4,5,4,1,3,4,2,5,5,3,3,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,4,5,5,1,29,3,15,Primera Línea Metro,Micro,1,0,0,3.5833333333333335
1129,2,31/10/2024 9:13:18 a. m.,2,1,3.0,3.0,,30,60,10,0,0,1,1,1,1,1,1,1,1,1,4,1,1,4,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,3,4,,,,5,5,5,1,46,2,1,Primera Línea Metro,Micro,1,1,1,1.25
1130,2,31/10/2024 9:08:32 a. m.,3,1,2.0,1.0,,0,0,100,0,0,1,1,2,3,3,3,1,1,1,4,1,2,4,4,2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,6,,1,1,1,1,62,5,2,Primera Línea Metro,Micro,1,1,0,1.9166666666666667
1131,2,31/10/2024 9:14:14 a. m.,2,2,4.0,4.0,,0,50,50,0,0,1,3,4,1,1,5,1,1,3,3,3,2,4,5,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,0,,2,3,4,,,,1,1,1,2,21,4,1,Primera Línea Metro,Pequeña,1,1,1,2.3333333333333335
1132,2,31/10/2024 9:49:42 a. m.,3,1,3.0,1.0,3.0,0,0,95,0,5,1,1,1,1,3,3,3,1,3,3,1,3,3,5,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,3,,,,,3,1,1,1,24,3,2,Primera Línea Metro,Micro,1,1,0,2.0
1133,2,31/10/2024 9:54:42 a. m.,2,3,1.0,1.0,,30,0,70,0,0,1,1,3,1,2,1,1,1,1,1,2,1,5,5,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,,3,4,,,,5,1,5,2,31,3,1,Primera Línea Metro,Mediana,1,0,1,1.3333333333333333
1134,2,31/10/2024 10:05:14 a. m.,2,1,2.0,1.0,1.0,0,50,0,0,50,1,4,1,1,4,3,3,1,3,3,1,5,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,,7,3,3,3,2,29,3,12,Primera Línea Metro,Micro,1,1,0,2.5
1135,2,31/10/2024 9:57:21 a. m.,2,2,1.0,,,0,100,0,0,0,1,1,3,2,3,3,3,3,1,5,1,4,5,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,,2,3,,,6,,1,1,1,1,47,3,2,Primera Línea Metro,Pequeña,1,1,1,2.5
1136,2,31/10/2024 9:45:45 a. m.,2,1,1.0,1.0,,0,0,0,0,100,1,5,5,1,1,1,3,1,5,3,5,5,4,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,2,,,,,7,4,5,5,2,44,3,12,Primera Línea Metro,Micro,1,0,1,3.0
1137,2,31/10/2024 10:29:30 a. m.,2,1,1.0,2.0,2.0,0,0,50,0,50,1,3,2,3,1,1,4,1,4,3,2,3,5,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1,,3,,,,7,1,1,3,2,18,4,12,Primera Línea Metro,Micro,1,0,1,2.3333333333333335
1138,2,31/10/2024 9:38:40 a. m.,2,2,1.0,,,100,0,0,0,0,1,4,1,1,1,1,1,1,2,3,1,1,5,1,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,5,5,1,57,3,1,Primera Línea Metro,Pequeña,1,0,0,1.5
1139,2,31/10/2024 10:32:27 a. m.,2,3,3.0,1.0,1.0,50,0,50,0,0,5,1,5,5,1,5,5,5,1,5,5,5,3,5,3,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,,3,4,5,,,1,1,1,1,19,3,12,Primera Línea Metro,Mediana,1,0,0,4.0
1140,2,31/10/2024 10:25:19 a. m.,1,1,6.0,1.0,,0,0,60,0,40,1,3,1,1,3,1,1,1,1,1,1,1,5,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,,3,,,,7,1,1,4,2,36,4,2,Primera Línea Metro,Micro,1,1,1,1.3333333333333333
1141,2,31/10/2024 10:53:01 a. m.,3,1,3.0,2.0,1.0,0,0,100,0,0,1,3,1,2,1,3,3,1,3,5,3,2,5,3,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,,3,4,,,7,1,1,1,2,29,4,12,Primera Línea Metro,Micro,1,0,1,2.3333333333333335
1142,2,31/10/2024 11:00:13 a. m.,3,2,18.0,3.0,4.0,30,30,40,0,0,1,3,3,1,4,3,1,3,1,3,3,3,5,5,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,1,0,,2,,4,,,,5,3,3,2,30,3,1,Primera Línea Metro,Pequeña,1,0,1,2.4166666666666665
1143,2,31/10/2024 10:58:06 a. m.,2,1,2.0,1.0,1.0,0,0,100,0,0,1,4,5,5,1,1,5,5,1,1,1,5,4,2,3,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,1,1,1,2,24,4,12,Primera Línea Metro,Micro,1,0,0,2.9166666666666665
1144,2,31/10/2024 11:19:31 a. m.,2,3,2.0,1.0,1.0,50,50,0,0,0,3,5,2,5,3,2,1,2,4,2,5,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,,,6,,1,5,1,2,23,3,12,Primera Línea Metro,Mediana,1,0,0,3.0833333333333335
1145,2,31/10/2024 11:02:27 a. m.,3,1,1.0,1.0,,0,0,100,0,0,3,1,5,5,3,5,1,1,1,5,1,5,5,5,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,,,3,4,,,7,1,1,1,2,53,3,1,Primera Línea Metro,Micro,1,1,1,3.0
1146,2,31/10/2024 11:37:01 a. m.,2,1,1.0,1.0,1.0,0,0,0,100,0,1,1,5,1,1,1,1,1,1,5,1,5,4,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,4,,,,1,5,5,2,23,4,12,Primera Línea Metro,Micro,1,0,0,2.0
1147,2,31/10/2024 11:45:32 a. m.,2,3,2.0,1.0,1.0,100,0,0,0,0,3,1,5,1,1,2,2,2,2,3,1,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,,,,6,,5,5,5,1,53,2,1,Primera Línea Metro,Mediana,1,0,0,2.1666666666666665
1148,1,31/10/2024 11:35:43 a. m.,2,1,3.0,1.0,,10,0,60,0,30,3,2,4,2,3,3,1,4,2,3,1,4,93,4,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,,3,4,,,,3,1,2,1,30,4,19,Calle 13,Micro,1,0,1,2.6666666666666665
1149,2,31/10/2024 11:54:48 a. m.,2,1,4.0,2.0,1.0,0,0,100,0,0,1,5,5,5,1,1,4,2,5,5,2,1,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,2,3,4,,,,5,5,1,2,32,2,12,Primera Línea Metro,Micro,1,1,1,3.0833333333333335
1150,2,31/10/2024 11:53:11 a. m.,2,2,3.0,2.0,,0,30,50,20,0,1,1,5,5,1,1,3,1,5,5,1,5,5,1,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,2,5,1,49,2,1,Primera Línea Metro,Pequeña,1,0,0,2.8333333333333335
1151,1,31/10/2024 11:43:43 a. m.,2,3,3.0,3.0,1.0,0,0,100,0,0,1,4,4,2,3,3,3,1,3,4,2,2,3,2,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,3,1,1,2,37,3,19,Calle 13,Mediana,1,0,0,2.6666666666666665
1152,2,31/10/2024 12:01:51 p. m.,2,2,3.0,1.0,1.0,0,0,50,0,50,1,5,5,5,5,5,5,1,5,1,5,5,5,5,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,,,,,7,5,1,1,2,18,3,12,Primera Línea Metro,Pequeña,1,0,0,4.0
1153,2,31/10/2024 12:21:00 p. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,1,1,3,1,1,1,1,1,1,1,1,2,4,5,2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,1,1,1,2,47,3,15,Primera Línea Metro,Micro,1,1,0,1.25
1154,2,31/10/2024 12:27:41 p. m.,2,1,1.0,1.0,,0,0,100,0,0,1,3,3,3,3,3,3,3,3,3,1,2,5,5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,5,5,2,37,3,12,Primera Línea Metro,Micro,1,1,0,2.5833333333333335
1155,1,31/10/2024 12:09:31 p. m.,2,2,4.0,3.0,,0,50,50,0,0,2,2,2,1,1,2,2,2,3,1,2,3,93,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,,,,,7,3,3,2,2,40,3,19,Calle 13,Pequeña,1,0,1,1.9166666666666667
1156,2,31/10/2024 12:37:58 p. m.,2,1,1.0,,,0,0,0,0,100,3,5,5,5,3,1,3,1,1,5,3,5,3,5,3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,,,,,5,,,1,3,1,1,29,4,12,Primera Línea Metro,Micro,1,0,1,3.3333333333333335
1157,1,31/10/2024 12:36:12 p. m.,2,2,2.0,1.0,,100,0,0,0,0,1,1,2,3,1,3,1,3,1,5,2,1,5,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,,,,,5,5,5,1,70,5,19,Calle 13,Pequeña,1,0,1,2.0
1158,2,31/10/2024 12:46:01 p. m.,2,2,1.0,1.0,1.0,0,0,0,100,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,6,,1,1,1,2,45,5,15,Primera Línea Metro,Pequeña,1,1,0,1.0
1159,2,31/10/2024 12:49:42 p. m.,2,3,5.0,3.0,2.0,0,0,50,50,0,1,2,2,1,2,2,3,1,3,2,2,4,3,5,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,,,3,4,5,,,1,1,3,2,20,3,12,Primera Línea Metro,Mediana,1,0,1,2.0833333333333335
1160,1,31/10/2024 12:52:54 p. m.,3,2,2.0,2.0,,0,50,0,0,50,2,1,4,4,4,4,2,1,3,4,1,5,93,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,,4,,,7,1,1,1,2,34,4,19,Calle 13,Pequeña,1,0,0,2.9166666666666665
1161,1,31/10/2024 1:02:58 p. m.,2,1,2.0,1.0,,0,0,100,0,0,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,4,,,,5,5,5,1,27,6,19,Calle 13,Micro,1,0,0,2.9166666666666665
1162,2,31/10/2024 12:59:58 p. m.,2,1,1.0,1.0,1.0,0,0,0,0,100,1,1,5,5,1,1,1,1,5,1,1,5,5,1,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,,,6,,1,5,5,2,25,4,12,Primera Línea Metro,Micro,1,0,1,2.3333333333333335
1163,2,31/10/2024 1:56:01 p. m.,2,1,1.0,,1.0,0,0,100,0,0,3,4,2,3,3,3,2,1,2,3,4,2,4,4,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,2,,,,6,,4,5,5,1,23,5,12,Primera Línea Metro,Micro,1,1,1,2.6666666666666665
1164,2,31/10/2024 1:54:08 p. m.,2,3,2.0,2.0,2.0,0,50,0,0,50,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,,,,,,,1,1,1,2,18,3,12,Primera Línea Metro,Mediana,1,1,1,1.0
1165,2,31/10/2024 2:11:19 p. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,1,2,2,1,1,1,1,1,3,1,1,1,3,5,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,,,3,4,,,,1,1,1,2,48,2,15,Primera Línea Metro,Micro,1,1,1,1.3333333333333333
1166,2,31/10/2024 2:20:37 p. m.,2,2,2.0,2.0,,0,50,0,50,0,5,5,1,5,5,5,5,5,1,1,1,1,4,5,1,,,,,,,,0,0,0,0,0,0,0,1,,,3,,,,,5,1,1,2,64,3,12,Primera Línea Metro,Pequeña,1,0,0,3.3333333333333335
1167,1,31/10/2024 2:14:47 p. m.,3,2,2.0,1.0,,0,0,100,0,0,4,1,3,3,4,3,4,1,2,4,2,3,93,5,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,1,5,2,27,5,19,Calle 13,Pequeña,1,0,0,2.8333333333333335
1168,1,31/10/2024 2:26:20 p. m.,2,1,1.0,1.0,,0,0,100,0,0,5,2,3,1,5,5,5,1,2,5,5,5,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,4,,,,5,5,5,2,50,5,19,Calle 13,Micro,1,0,0,3.6666666666666665
1169,2,31/10/2024 2:20:59 p. m.,2,2,1.0,2.0,,0,0,100,0,0,1,1,5,3,1,3,1,1,2,5,3,5,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,5,5,2,32,3,12,Primera Línea Metro,Pequeña,1,1,0,2.5833333333333335
1170,2,31/10/2024 2:37:20 p. m.,2,1,3.0,2.0,2.0,0,0,100,0,0,1,1,3,1,5,1,1,5,1,3,1,4,3,5,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,,,4,,6,,5,1,2,2,22,4,15,Primera Línea Metro,Micro,1,1,1,2.25
1171,2,31/10/2024 2:39:22 p. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,1,1,1,1,1,1,1,1,3,1,1,1,93,5,2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,1,,3,,,,7,1,1,1,2,61,2,15,Primera Línea Metro,Micro,1,1,1,1.1666666666666667
1172,1,31/10/2024 2:46:49 p. m.,2,2,2.0,2.0,,0,100,0,0,0,4,5,4,5,4,2,2,2,4,5,4,3,93,1,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,1,1,1,2,62,3,19,Calle 13,Pequeña,1,1,0,3.6666666666666665
1173,1,31/10/2024 2:48:49 p. m.,2,2,2.0,,,0,50,0,0,50,1,5,5,2,1,1,1,1,1,1,1,3,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,1,1,1,38,3,19,Calle 13,Pequeña,1,0,0,1.9166666666666667
1174,2,31/10/2024 2:45:18 p. m.,2,1,1.0,,,0,0,0,0,100,5,1,5,5,1,5,1,1,5,3,1,5,3,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,,,3,,,,,1,1,1,1,36,5,12,Primera Línea Metro,Micro,1,0,1,3.1666666666666665
1175,2,31/10/2024 3:06:43 p. m.,2,2,1.0,1.0,1.0,0,0,100,0,0,1,1,1,1,4,1,2,1,1,2,1,2,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,1,1,1,1,47,3,15,Primera Línea Metro,Pequeña,1,1,0,1.5
1176,1,31/10/2024 3:05:49 p. m.,2,2,1.0,1.0,,100,0,0,0,0,1,2,4,5,3,2,1,1,2,3,2,3,93,5,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,5,,,5,5,5,2,35,2,19,Calle 13,Pequeña,1,1,0,2.4166666666666665
1177,2,31/10/2024 3:12:09 p. m.,3,3,6.0,6.0,3.0,40,0,60,0,0,1,3,5,4,3,3,3,1,1,1,1,4,2,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,,,5,,7,1,1,1,2,30,3,15,Primera Línea Metro,Mediana,1,1,1,2.5
1178,1,31/10/2024 3:25:34 p. m.,3,2,1.0,,,0,0,0,0,100,3,3,4,4,3,1,1,1,1,3,4,4,5,5,3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,6,,5,1,4,1,44,4,19,Calle 13,Pequeña,1,0,0,2.6666666666666665
1179,2,31/10/2024 3:17:44 p. m.,3,2,3.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,5,1,1,3,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,5,5,5,1,69,2,2,Primera Línea Metro,Pequeña,1,1,0,1.3333333333333333
1180,2,31/10/2024 3:48:35 p. m.,2,2,1.0,1.0,1.0,0,80,20,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,1,0,1,,3,,5,,,3,4,4,1,33,4,15,Primera Línea Metro,Pequeña,1,1,1,1.0833333333333333
1181,2,31/10/2024 3:46:39 p. m.,2,2,1.0,1.0,1.0,0,0,100,0,0,1,1,2,1,1,1,1,1,3,1,1,1,4,5,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,,2,3,4,,,,2,4,4,2,57,3,15,Primera Línea Metro,Pequeña,1,1,1,1.25
1182,1,31/10/2024 3:37:19 p. m.,2,2,1.0,1.0,,0,100,0,0,0,3,3,3,2,1,1,4,2,2,2,1,5,5,5,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,4,1,1,2,27,4,19,Calle 13,Pequeña,1,0,0,2.4166666666666665
1183,1,31/10/2024 4:13:07 p. m.,3,1,4.0,2.0,,0,0,100,0,0,1,1,5,1,1,1,1,1,1,1,1,3,3,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,,,3,4,,,7,1,1,1,1,30,3,19,Calle 13,Micro,1,1,1,1.5
1184,2,1/11/2024 8:43:47 a. m.,3,1,1.0,1.0,,0,50,50,0,0,1,1,1,1,5,1,1,1,1,5,1,1,5,5,1,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,7,1,1,1,2,52,3,1,Primera Línea Metro,Micro,1,0,0,1.6666666666666667
1185,2,1/11/2024 9:21:10 a. m.,2,2,2.0,,,0,50,50,0,0,1,1,1,1,3,3,3,1,1,3,1,1,5,5,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,3,,,,7,4,2,2,1,41,3,1,Primera Línea Metro,Pequeña,1,1,1,1.6666666666666667
1186,2,1/11/2024 9:23:08 a. m.,2,2,3.0,,1.0,0,100,0,0,0,3,3,3,3,3,5,3,1,3,3,3,1,5,4,1,,,,,,,,0,0,1,0,0,0,0,0,,,3,4,,,7,5,1,5,1,63,2,1,Primera Línea Metro,Pequeña,1,0,1,2.8333333333333335
1187,2,1/11/2024 9:24:32 a. m.,3,1,2.0,,,0,100,0,0,0,1,1,1,1,5,2,1,1,1,1,3,1,3,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,,6,,3,1,1,1,48,3,1,Primera Línea Metro,Micro,1,1,0,1.5833333333333333
1188,2,1/11/2024 9:47:13 a. m.,3,1,1.0,1.0,,0,100,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,5,5,5,2,32,3,2,Primera Línea Metro,Micro,1,1,0,1.0
1189,2,1/11/2024 10:01:19 a. m.,2,1,5.0,2.0,1.0,0,100,0,0,0,5,3,5,5,5,4,5,2,5,5,4,5,5,1,3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,5,1,1,20,3,1,Primera Línea Metro,Micro,1,0,0,4.416666666666667
